ensembl_gene_id	NC1	NC2	NORAD.kd	external_gene_name	gene_biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000135406	280	270	400	PRPH	protein_coding	0.54	8.3	1.5	0.22	0.39
ENSG00000135924	6.2	7.9	11	DNAJB2	protein_coding	0.65	3.1	1.5	0.22	0.39
ENSG00000136141	33	33	23	LRCH1	protein_coding	-0.55	4.9	1.5	0.22	0.39
ENSG00000142453	67	75	50	CARM1	protein_coding	-0.5	6	1.5	0.22	0.39
ENSG00000143106	150	190	120	PSMA5	protein_coding	-0.54	7.2	1.5	0.22	0.39
ENSG00000143970	91	100	67	ASXL2	protein_coding	-0.52	6.4	1.5	0.23	0.39
ENSG00000147274	550	690	420	RBMX	protein_coding	-0.58	9.1	1.5	0.22	0.39
ENSG00000147853	23	16	28	AK3	protein_coding	0.54	4.5	1.5	0.22	0.39
ENSG00000148218	21	13	11	ALAD	protein_coding	-0.59	3.9	1.5	0.22	0.39
ENSG00000151338	4.4	4	6.8	MIPOL1	protein_coding	0.72	2.4	1.5	0.22	0.39
ENSG00000151726	36	37	52	ACSL1	protein_coding	0.5	5.4	1.5	0.22	0.39
ENSG00000156968	26	16	14	MPV17L	protein_coding	-0.57	4.3	1.5	0.22	0.39
ENSG00000157540	30	27	40	DYRK1A	protein_coding	0.52	5	1.5	0.22	0.39
ENSG00000160049	130	82	72	DFFA	protein_coding	-0.53	6.6	1.5	0.22	0.39
ENSG00000160199	41	60	36	PKNOX1	protein_coding	-0.51	5.5	1.5	0.22	0.39
ENSG00000160284	7.3	10	5.4	SPATC1L	protein_coding	-0.71	3	1.5	0.22	0.39
ENSG00000162601	30	40	50	MYSM1	protein_coding	0.5	5.3	1.5	0.22	0.39
ENSG00000162704	97	89	130	ARPC5	protein_coding	0.52	6.7	1.5	0.22	0.39
ENSG00000164934	100	70	120	DCAF13	protein_coding	0.51	6.6	1.5	0.22	0.39
ENSG00000167491	100	130	82	GATAD2A	protein_coding	-0.53	6.7	1.5	0.23	0.39
ENSG00000169439	64	78	100	SDC2	protein_coding	0.5	6.3	1.5	0.22	0.39
ENSG00000170222	5	1.6	5.7	ADPRM	protein_coding	0.73	2.1	1.5	0.22	0.39
ENSG00000170846	8	7.2	12	AC093323.1	lincRNA	0.64	3.2	1.5	0.22	0.39
ENSG00000172500	72	85	55	FIBP	protein_coding	-0.51	6.1	1.5	0.23	0.39
ENSG00000172530	13	13	8.5	BANP	protein_coding	-0.63	3.5	1.5	0.22	0.39
ENSG00000173540	5.6	6.8	9.8	GMPPB	protein_coding	0.67	2.9	1.5	0.22	0.39
ENSG00000174796	11	6.4	13	THAP6	protein_coding	0.61	3.4	1.5	0.23	0.39
ENSG00000182923	33	20	18	CEP63	protein_coding	-0.55	4.6	1.5	0.22	0.39
ENSG00000182979	160	180	120	MTA1	protein_coding	-0.55	7.3	1.5	0.22	0.39
ENSG00000183283	100	71	120	DAZAP2	protein_coding	0.51	6.6	1.5	0.22	0.39
ENSG00000186001	69	71	49	LRCH3	protein_coding	-0.5	6	1.5	0.22	0.39
ENSG00000188112	8.3	8.8	5.3	C6orf132	protein_coding	-0.7	2.9	1.5	0.23	0.39
ENSG00000188859	8.8	12	6.6	FAM78B	protein_coding	-0.67	3.2	1.5	0.22	0.39
ENSG00000189043	160	130	210	NDUFA4	protein_coding	0.52	7.4	1.5	0.22	0.39
ENSG00000197603	16	15	22	C5orf42	protein_coding	0.56	4.1	1.5	0.22	0.39
ENSG00000204634	17	18	11	TBC1D8	protein_coding	-0.59	3.9	1.5	0.22	0.39
ENSG00000205268	33	29	44	PDE7A	protein_coding	0.5	5.1	1.5	0.23	0.39
ENSG00000205981	49	35	29	DNAJC19	protein_coding	-0.52	5.2	1.5	0.22	0.39
ENSG00000243927	7.7	6	11	MRPS6	protein_coding	0.65	3.1	1.5	0.22	0.39
ENSG00000258399	9	8.4	13	AL117190.1	lincRNA	0.62	3.4	1.5	0.22	0.39
ENSG00000261167	4.9	3.4	6.9	AC107027.3	sense_overlapping	0.72	2.4	1.5	0.22	0.39
ENSG00000272455	10	7.3	5.3	AL391244.3	lincRNA	-0.71	2.9	1.5	0.22	0.39
ENSG00000001617	8.1	9.5	13	SEMA3F	protein_coding	0.6	3.4	1.4	0.23	0.4
ENSG00000011451	34	40	52	WIZ	protein_coding	0.49	5.4	1.4	0.23	0.4
ENSG00000051596	22	21	15	THOC3	protein_coding	-0.55	4.3	1.4	0.23	0.4
ENSG00000074696	210	330	190	HACD3	protein_coding	-0.54	7.9	1.4	0.24	0.4
ENSG00000083845	440	330	560	RPS5	protein_coding	0.54	8.8	1.4	0.23	0.4
ENSG00000084072	71	61	47	PPIE	protein_coding	-0.5	5.9	1.4	0.23	0.4
ENSG00000085377	59	66	45	PREP	protein_coding	-0.49	5.8	1.4	0.23	0.4
ENSG00000086848	12	10	16	ALG9	protein_coding	0.58	3.7	1.5	0.23	0.4
ENSG00000090316	41	45	60	MAEA	protein_coding	0.48	5.6	1.4	0.23	0.4
ENSG00000099910	8.3	9.9	14	KLHL22	protein_coding	0.6	3.4	1.5	0.23	0.4
ENSG00000100099	39	47	30	HPS4	protein_coding	-0.51	5.3	1.4	0.23	0.4
ENSG00000100106	11	8.5	15	TRIOBP	protein_coding	0.59	3.5	1.5	0.23	0.4
ENSG00000101104	20	21	14	PABPC1L	protein_coding	-0.56	4.2	1.4	0.23	0.4
ENSG00000102595	18	19	26	UGGT2	protein_coding	0.53	4.4	1.4	0.23	0.4
ENSG00000103202	170	150	110	NME4	protein_coding	-0.53	7.1	1.4	0.23	0.4
ENSG00000103995	96	59	55	CEP152	protein_coding	-0.5	6.1	1.4	0.23	0.4
ENSG00000104299	36	41	27	INTS9	protein_coding	-0.52	5.1	1.4	0.23	0.4
ENSG00000106780	19	15	24	MEGF9	protein_coding	0.53	4.3	1.4	0.23	0.4
ENSG00000108946	160	130	210	PRKAR1A	protein_coding	0.52	7.4	1.5	0.23	0.4
ENSG00000109689	29	32	21	STIM2	protein_coding	-0.53	4.8	1.4	0.23	0.4
ENSG00000109762	18	19	12	SNX25	protein_coding	-0.57	4	1.4	0.23	0.4
ENSG00000110925	45	52	34	CSRNP2	protein_coding	-0.5	5.4	1.4	0.23	0.4
ENSG00000112357	5.6	5.3	8.7	PEX7	protein_coding	0.68	2.7	1.4	0.23	0.4
ENSG00000116604	32	32	22	MEF2D	protein_coding	-0.53	4.8	1.4	0.23	0.4
ENSG00000118600	19	15	25	TMEM5	protein_coding	0.53	4.3	1.4	0.23	0.4
ENSG00000119402	52	49	70	FBXW2	protein_coding	0.47	5.8	1.4	0.23	0.4
ENSG00000120451	77	100	63	SNX19	protein_coding	-0.51	6.4	1.5	0.23	0.4
ENSG00000121039	13	12	8	RDH10	protein_coding	-0.62	3.4	1.4	0.23	0.4
ENSG00000123374	57	65	43	CDK2	protein_coding	-0.49	5.8	1.4	0.23	0.4
ENSG00000124217	8.5	8.4	13	MOCS3	protein_coding	0.61	3.3	1.4	0.23	0.4
ENSG00000125458	19	17	26	NT5C	protein_coding	0.53	4.4	1.4	0.23	0.4
ENSG00000125991	150	140	100	ERGIC3	protein_coding	-0.53	7	1.4	0.23	0.4
ENSG00000127445	34	44	55	PIN1	protein_coding	0.49	5.5	1.5	0.23	0.4
ENSG00000128335	13	16	9.5	APOL2	protein_coding	-0.59	3.7	1.4	0.23	0.4
ENSG00000128710	5.8	6.1	3.5	HOXD10	protein_coding	-0.75	2.4	1.5	0.23	0.4
ENSG00000129493	18	16	25	HEATR5A	protein_coding	0.53	4.3	1.4	0.23	0.4
ENSG00000130713	120	150	92	EXOSC2	protein_coding	-0.53	6.9	1.5	0.23	0.4
ENSG00000132405	130	160	98	TBC1D14	protein_coding	-0.53	7	1.4	0.23	0.4
ENSG00000132485	220	170	140	ZRANB2	protein_coding	-0.53	7.5	1.4	0.24	0.4
ENSG00000133789	36	39	26	SWAP70	protein_coding	-0.52	5.1	1.4	0.23	0.4
ENSG00000134490	17	8.7	8.5	TMEM241	protein_coding	-0.61	3.5	1.4	0.23	0.4
ENSG00000139910	27	9.2	12	NOVA1	protein_coding	-0.56	4	1.4	0.23	0.4
ENSG00000140104	5	2.3	6.1	CLBA1	protein_coding	0.71	2.2	1.5	0.23	0.4
ENSG00000141030	170	110	100	COPS3	protein_coding	-0.53	7	1.4	0.23	0.4
ENSG00000141076	86	60	100	UTP4	protein_coding	0.49	6.4	1.4	0.23	0.4
ENSG00000142552	4.1	3.2	6	RCN3	protein_coding	0.7	2.2	1.4	0.24	0.4
ENSG00000143494	14	19	24	VASH2	protein_coding	0.54	4.2	1.5	0.23	0.4
ENSG00000143776	150	180	110	CDC42BPA	protein_coding	-0.53	7.2	1.4	0.23	0.4
ENSG00000144792	13	20	11	ZNF660	protein_coding	-0.58	3.9	1.4	0.23	0.4
ENSG00000145569	63	59	43	FAM105A	protein_coding	-0.49	5.8	1.4	0.23	0.4
ENSG00000146247	180	120	220	PHIP	protein_coding	0.51	7.5	1.4	0.23	0.4
ENSG00000146457	120	100	75	WTAP	protein_coding	-0.52	6.6	1.4	0.23	0.4
ENSG00000146757	21	26	33	ZNF92	protein_coding	0.51	4.7	1.4	0.23	0.4
ENSG00000148948	11	5.4	5	LRRC4C	protein_coding	-0.71	2.8	1.4	0.23	0.4
ENSG00000151923	150	170	110	TIAL1	protein_coding	-0.53	7.2	1.4	0.23	0.4
ENSG00000152782	12	8.4	15	PANK1	protein_coding	0.57	3.6	1.4	0.23	0.4
ENSG00000154380	410	570	330	ENAH	protein_coding	-0.56	8.8	1.4	0.23	0.4
ENSG00000156239	25	28	18	N6AMT1	protein_coding	-0.54	4.6	1.4	0.23	0.4
ENSG00000157106	76	120	140	SMG1	protein_coding	0.5	6.8	1.4	0.23	0.4
ENSG00000161533	38	35	51	ACOX1	protein_coding	0.49	5.4	1.4	0.23	0.4
ENSG00000162222	10	7.3	5.4	TTC9C	protein_coding	-0.68	2.9	1.4	0.24	0.4
ENSG00000163364	18	19	12	LINC01116	lincRNA	-0.57	4	1.4	0.23	0.4
ENSG00000163468	1200	1200	810	CCT3	protein_coding	-0.58	10	1.4	0.23	0.4
ENSG00000163882	120	64	65	POLR2H	protein_coding	-0.51	6.4	1.4	0.23	0.4
ENSG00000164366	25	29	19	CCDC127	protein_coding	-0.54	4.6	1.4	0.23	0.4
ENSG00000164715	47	52	35	LMTK2	protein_coding	-0.51	5.5	1.5	0.23	0.4
ENSG00000164885	28	35	22	CDK5	protein_coding	-0.53	4.8	1.4	0.23	0.4
ENSG00000165802	80	79	110	NSMF	protein_coding	0.49	6.5	1.4	0.23	0.4
ENSG00000167889	25	32	40	MGAT5B	protein_coding	0.5	5	1.4	0.23	0.4
ENSG00000168395	41	58	35	ING5	protein_coding	-0.51	5.5	1.5	0.23	0.4
ENSG00000169188	28	39	23	APEX2	protein_coding	-0.53	4.9	1.4	0.24	0.4
ENSG00000170348	100	120	160	TMED10	protein_coding	0.51	7	1.5	0.23	0.4
ENSG00000170927	5.8	5.9	9.3	PKHD1	protein_coding	0.67	2.8	1.4	0.23	0.4
ENSG00000171161	12	21	24	ZNF672	protein_coding	0.53	4.2	1.4	0.23	0.4
ENSG00000171451	16	15	23	DSEL	protein_coding	0.54	4.2	1.4	0.23	0.4
ENSG00000171617	49	66	80	ENC1	protein_coding	0.48	6	1.4	0.23	0.4
ENSG00000171970	8.8	7.9	5.2	ZNF57	protein_coding	-0.69	2.9	1.4	0.23	0.4
ENSG00000173349	23	5.9	9.7	SFT2D3	protein_coding	-0.59	3.7	1.4	0.23	0.4
ENSG00000175093	31	41	25	SPSB4	protein_coding	-0.52	5	1.4	0.24	0.4
ENSG00000176396	15	14	21	EID2	protein_coding	0.55	4	1.5	0.23	0.4
ENSG00000179104	23	39	22	TMTC2	protein_coding	-0.53	4.8	1.4	0.23	0.4
ENSG00000179889	95	110	71	PDXDC1	protein_coding	-0.52	6.5	1.4	0.23	0.4
ENSG00000181264	21	16	26	TMEM136	protein_coding	0.52	4.4	1.4	0.23	0.4
ENSG00000182103	5.2	1.2	5.5	FAM181B	protein_coding	0.71	2.1	1.4	0.23	0.4
ENSG00000182208	4.5	2.5	5.8	MOB2	protein_coding	0.72	2.1	1.4	0.23	0.4
ENSG00000183475	19	14	24	ASB7	protein_coding	0.53	4.3	1.4	0.23	0.4
ENSG00000185453	4.8	4.5	7.5	ZSWIM9	protein_coding	0.69	2.5	1.4	0.23	0.4
ENSG00000185619	57	87	51	PCGF3	protein_coding	-0.5	6	1.4	0.23	0.4
ENSG00000187735	58	37	66	TCEA1	protein_coding	0.48	5.8	1.5	0.23	0.4
ENSG00000196092	56	73	46	PAX5	protein_coding	-0.49	5.9	1.4	0.23	0.4
ENSG00000196504	120	100	160	PRPF40A	protein_coding	0.51	7	1.4	0.23	0.4
ENSG00000197283	18	26	15	SYNGAP1	protein_coding	-0.55	4.3	1.4	0.24	0.4
ENSG00000197362	19	16	12	ZNF786	protein_coding	-0.58	4	1.5	0.23	0.4
ENSG00000197429	7.6	6.6	11	IPP	protein_coding	0.63	3.1	1.4	0.23	0.4
ENSG00000197696	3.8	3.7	6.1	NMB	protein_coding	0.7	2.2	1.4	0.24	0.4
ENSG00000198612	82	66	100	COPS8	protein_coding	0.5	6.4	1.5	0.23	0.4
ENSG00000198707	36	29	46	CEP290	protein_coding	0.5	5.2	1.5	0.23	0.4
ENSG00000204389	6.5	7.9	4.4	HSPA1A	protein_coding	-0.72	2.7	1.4	0.23	0.4
ENSG00000214046	66	51	42	SMIM7	protein_coding	-0.49	5.7	1.4	0.23	0.4
ENSG00000214193	7.5	6.3	4.2	SH3D21	protein_coding	-0.72	2.6	1.4	0.23	0.4
ENSG00000232040	3.5	5.1	6.9	ZBED9	protein_coding	0.7	2.4	1.4	0.23	0.4
ENSG00000258441	27	24	36	LINC00641	processed_transcript	0.52	4.9	1.5	0.23	0.4
ENSG00000276644	19	12	23	DACH1	protein_coding	0.53	4.2	1.4	0.23	0.4
ENSG00000277363	6.3	6.4	10	SRCIN1	protein_coding	0.65	2.9	1.4	0.23	0.4
ENSG00000280120	4.6	4.3	7.2	AC073857.1	TEC	0.69	2.4	1.4	0.24	0.4
ENSG00000019991	49	40	62	HGF	protein_coding	0.46	5.7	1.4	0.24	0.41
ENSG00000022976	18	18	12	ZNF839	protein_coding	-0.57	4	1.4	0.24	0.41
ENSG00000025039	20	21	14	RRAGD	protein_coding	-0.55	4.2	1.4	0.24	0.41
ENSG00000055070	120	190	110	SZRD1	protein_coding	-0.53	7.1	1.4	0.24	0.41
ENSG00000066468	20	16	12	FGFR2	protein_coding	-0.56	4	1.4	0.24	0.41
ENSG00000078900	3.3	4	5.9	TP73	protein_coding	0.7	2.2	1.4	0.24	0.41
ENSG00000081014	25	25	36	AP4E1	protein_coding	0.5	4.8	1.4	0.24	0.41
ENSG00000100614	60	68	89	PPM1A	protein_coding	0.47	6.2	1.4	0.24	0.41
ENSG00000101346	82	120	70	POFUT1	protein_coding	-0.51	6.5	1.4	0.24	0.41
ENSG00000103363	69	49	82	ELOB	protein_coding	0.47	6.1	1.4	0.24	0.41
ENSG00000107758	34	37	50	PPP3CB	protein_coding	0.48	5.3	1.4	0.24	0.41
ENSG00000108061	34	27	43	SHOC2	protein_coding	0.49	5.1	1.4	0.24	0.41
ENSG00000110108	17	21	27	TMEM109	protein_coding	0.52	4.4	1.4	0.24	0.41
ENSG00000112855	52	50	36	HARS2	protein_coding	-0.49	5.5	1.4	0.24	0.41
ENSG00000114115	190	180	130	RBP1	protein_coding	-0.52	7.4	1.4	0.24	0.41
ENSG00000116874	13	12	19	WARS2	protein_coding	0.55	3.9	1.4	0.24	0.41
ENSG00000120709	24	22	33	FAM53C	protein_coding	0.5	4.7	1.4	0.24	0.41
ENSG00000127993	9.4	11	15	RBM48	protein_coding	0.57	3.6	1.4	0.24	0.41
ENSG00000128655	11	8.8	6.4	PDE11A	protein_coding	-0.65	3.1	1.4	0.24	0.41
ENSG00000128805	22	22	15	ARHGAP22	protein_coding	-0.54	4.3	1.4	0.24	0.41
ENSG00000132432	150	110	91	SEC61G	protein_coding	-0.51	6.9	1.4	0.24	0.41
ENSG00000132639	65	65	90	SNAP25	protein_coding	0.47	6.2	1.4	0.24	0.41
ENSG00000136754	31	41	25	ABI1	protein_coding	-0.52	5	1.4	0.24	0.41
ENSG00000147050	22	22	31	KDM6A	protein_coding	0.51	4.7	1.4	0.24	0.41
ENSG00000148468	11	25	12	FAM171A1	protein_coding	-0.55	4	1.4	0.24	0.41
ENSG00000149636	85	46	47	DSN1	protein_coding	-0.48	5.9	1.4	0.24	0.41
ENSG00000151498	15	14	21	ACAD8	protein_coding	0.53	4.1	1.4	0.24	0.41
ENSG00000151702	5.8	7.8	4.1	FLI1	protein_coding	-0.72	2.6	1.4	0.24	0.41
ENSG00000152219	14	14	20	ARL14EP	protein_coding	0.54	4	1.4	0.24	0.41
ENSG00000153922	89	94	130	CHD1	protein_coding	0.5	6.7	1.4	0.24	0.41
ENSG00000157510	8.4	9.7	5.7	AFAP1L1	protein_coding	-0.67	3	1.4	0.24	0.41
ENSG00000160293	78	90	60	VAV2	protein_coding	-0.49	6.3	1.4	0.24	0.41
ENSG00000162086	50	52	36	ZNF75A	protein_coding	-0.49	5.5	1.4	0.24	0.41
ENSG00000162139	53	46	35	NEU3	protein_coding	-0.5	5.5	1.4	0.24	0.41
ENSG00000163933	9.2	9.2	14	RFT1	protein_coding	0.58	3.4	1.4	0.24	0.41
ENSG00000164708	6.3	3.7	8.1	PGAM2	protein_coding	0.67	2.6	1.4	0.24	0.41
ENSG00000166025	190	310	170	AMOTL1	protein_coding	-0.53	7.8	1.4	0.24	0.41
ENSG00000167173	21	24	33	C15orf39	protein_coding	0.51	4.7	1.4	0.24	0.41
ENSG00000168734	15	13	9.5	PKIG	protein_coding	-0.58	3.7	1.4	0.24	0.41
ENSG00000171700	9.2	4.7	11	RGS19	protein_coding	0.63	3.1	1.4	0.24	0.41
ENSG00000175137	22	28	36	SH3BP5L	protein_coding	0.5	4.8	1.4	0.24	0.41
ENSG00000181652	8.8	3.9	3.9	ATG9B	protein_coding	-0.71	2.5	1.4	0.24	0.41
ENSG00000182154	22	20	30	MRPL41	protein_coding	0.51	4.6	1.4	0.24	0.41
ENSG00000182481	530	600	380	KPNA2	protein_coding	-0.55	9	1.4	0.24	0.41
ENSG00000183856	48	80	46	IQGAP3	protein_coding	-0.49	5.9	1.4	0.24	0.41
ENSG00000183891	2.4	7.1	7.5	TTC32	protein_coding	0.68	2.5	1.4	0.24	0.41
ENSG00000184381	6.8	4.4	8.9	PLA2G6	protein_coding	0.66	2.8	1.4	0.24	0.41
ENSG00000185189	5.6	4.3	8	NRBP2	protein_coding	0.68	2.6	1.4	0.24	0.41
ENSG00000196793	22	12	11	ZNF239	protein_coding	-0.56	3.9	1.4	0.24	0.41
ENSG00000213516	34	28	44	RBMXL1	protein_coding	0.49	5.2	1.4	0.24	0.41
ENSG00000215041	15	16	22	NEURL4	protein_coding	0.53	4.1	1.4	0.24	0.41
ENSG00000215386	10	14	8	MIR99AHG	lincRNA	-0.61	3.4	1.4	0.24	0.41
ENSG00000228106	5.6	7	3.8	AL392172.1	lincRNA	-0.73	2.5	1.4	0.24	0.41
ENSG00000230630	8.4	16	7.8	DNM3OS	antisense_RNA	-0.62	3.4	1.4	0.24	0.41
ENSG00000242516	3.8	4.1	6.4	LINC00960	lincRNA	0.69	2.3	1.4	0.24	0.41
ENSG00000244405	84	95	64	ETV5	protein_coding	-0.49	6.3	1.4	0.24	0.41
ENSG00000256525	19	14	24	POLG2	protein_coding	0.52	4.3	1.4	0.24	0.41
ENSG00000271270	15	10	8.5	TMCC1-AS1	antisense_RNA	-0.6	3.5	1.4	0.24	0.41
ENSG00000280206	5.7	7.3	3.9	AC026401.3	lincRNA	-0.72	2.5	1.4	0.24	0.41
ENSG00000006831	150	160	110	ADIPOR2	protein_coding	-0.51	7.2	1.3	0.25	0.42
ENSG00000010278	59	68	46	CD9	protein_coding	-0.48	5.9	1.3	0.25	0.42
ENSG00000036257	110	76	130	CUL3	protein_coding	0.49	6.7	1.3	0.25	0.42
ENSG00000056050	41	45	30	HPF1	protein_coding	-0.5	5.3	1.3	0.25	0.42
ENSG00000073803	35	29	23	MAP3K13	protein_coding	-0.51	4.9	1.3	0.25	0.42
ENSG00000080986	26	17	30	NDC80	protein_coding	0.5	4.6	1.3	0.25	0.42
ENSG00000087448	77	60	95	KLHL42	protein_coding	0.47	6.3	1.3	0.25	0.42
ENSG00000101574	7.7	7.3	11	METTL4	protein_coding	0.61	3.2	1.3	0.25	0.42
ENSG00000101773	43	41	58	RBBP8	protein_coding	0.46	5.6	1.3	0.25	0.42
ENSG00000101868	110	91	72	POLA1	protein_coding	-0.49	6.5	1.3	0.25	0.42
ENSG00000102265	16	17	23	TIMP1	protein_coding	0.52	4.2	1.3	0.25	0.42
ENSG00000106804	7.5	2.9	8.3	C5	protein_coding	0.66	2.7	1.3	0.25	0.42
ENSG00000106992	7.4	12	6	AK1	protein_coding	-0.64	3.1	1.3	0.25	0.42
ENSG00000108651	78	77	56	UTP6	protein_coding	-0.48	6.1	1.3	0.25	0.42
ENSG00000108984	13	13	8.4	MAP2K6	protein_coding	-0.59	3.5	1.3	0.25	0.42
ENSG00000112096	40	46	59	SOD2	protein_coding	0.46	5.6	1.3	0.25	0.42
ENSG00000113615	26	24	35	SEC24A	protein_coding	0.49	4.8	1.3	0.25	0.42
ENSG00000115840	6.3	8.4	11	SLC25A12	protein_coding	0.61	3.1	1.3	0.25	0.42
ENSG00000116560	770	870	560	SFPQ	protein_coding	-0.56	9.5	1.4	0.25	0.42
ENSG00000123130	49	39	31	ACOT9	protein_coding	-0.49	5.3	1.3	0.25	0.42
ENSG00000123384	8.6	7.8	12	LRP1	protein_coding	0.59	3.3	1.3	0.25	0.42
ENSG00000125630	42	33	52	POLR1B	protein_coding	0.47	5.4	1.3	0.25	0.42
ENSG00000125863	50	61	76	MKKS	protein_coding	0.46	6	1.3	0.25	0.42
ENSG00000130363	9.3	6.7	5	RSPH3	protein_coding	-0.67	2.8	1.3	0.25	0.42
ENSG00000130764	42	29	49	LRRC47	protein_coding	0.47	5.3	1.3	0.25	0.42
ENSG00000131845	17	20	13	ZNF304	protein_coding	-0.54	4.1	1.3	0.25	0.42
ENSG00000132024	15	11	19	CC2D1A	protein_coding	0.53	3.9	1.3	0.25	0.42
ENSG00000132386	24	15	14	SERPINF1	protein_coding	-0.54	4.1	1.3	0.25	0.42
ENSG00000133121	9.2	11	6.4	STARD13	protein_coding	-0.64	3.1	1.4	0.25	0.42
ENSG00000133193	45	45	32	FAM104A	protein_coding	-0.49	5.3	1.3	0.25	0.42
ENSG00000134508	37	31	24	CABLES1	protein_coding	-0.51	4.9	1.3	0.25	0.42
ENSG00000135451	72	95	59	TROAP	protein_coding	-0.49	6.2	1.3	0.25	0.42
ENSG00000137955	86	79	120	RABGGTB	protein_coding	0.48	6.5	1.4	0.24	0.42
ENSG00000141101	73	79	54	NOB1	protein_coding	-0.48	6.1	1.3	0.25	0.42
ENSG00000141452	17	14	10	C18orf8	protein_coding	-0.57	3.8	1.3	0.25	0.42
ENSG00000143322	80	100	64	ABL2	protein_coding	-0.49	6.4	1.3	0.25	0.42
ENSG00000143479	7.5	5.9	10	DYRK3	protein_coding	0.62	3	1.3	0.25	0.42
ENSG00000146729	140	170	110	NIPSNAP2	protein_coding	-0.52	7.1	1.3	0.25	0.42
ENSG00000147586	5.3	4.2	7.6	MRPS28	protein_coding	0.66	2.5	1.3	0.25	0.42
ENSG00000151148	54	50	37	UBE3B	protein_coding	-0.48	5.6	1.3	0.25	0.42
ENSG00000151576	58	67	45	QTRT2	protein_coding	-0.48	5.8	1.4	0.25	0.42
ENSG00000156140	73	61	93	ADAMTS3	protein_coding	0.47	6.2	1.3	0.25	0.42
ENSG00000158234	58	34	33	FAIM	protein_coding	-0.49	5.4	1.3	0.25	0.42
ENSG00000158859	9.6	5.4	12	ADAMTS4	protein_coding	0.6	3.2	1.3	0.25	0.42
ENSG00000160352	74	80	55	ZNF714	protein_coding	-0.48	6.1	1.4	0.24	0.42
ENSG00000160746	5.3	2.3	6.1	ANO10	protein_coding	0.68	2.2	1.3	0.25	0.42
ENSG00000162413	11	17	20	KLHL21	protein_coding	0.53	4	1.3	0.25	0.42
ENSG00000162928	17	12	21	PEX13	protein_coding	0.52	4.1	1.3	0.25	0.42
ENSG00000163170	7.3	9	12	BOLA3	protein_coding	0.6	3.3	1.3	0.25	0.42
ENSG00000164296	10	11	6.9	TIGD6	protein_coding	-0.63	3.2	1.3	0.25	0.42
ENSG00000164305	64	64	88	CASP3	protein_coding	0.46	6.2	1.3	0.25	0.42
ENSG00000164306	8.2	10	13	PRIMPOL	protein_coding	0.57	3.4	1.3	0.25	0.42
ENSG00000164597	25	23	34	COG5	protein_coding	0.49	4.8	1.3	0.25	0.42
ENSG00000165416	53	29	57	SUGT1	protein_coding	0.46	5.5	1.3	0.25	0.42
ENSG00000165480	21	18	28	SKA3	protein_coding	0.51	4.5	1.3	0.25	0.42
ENSG00000165898	7.3	10	13	ISCA2	protein_coding	0.58	3.4	1.3	0.25	0.42
ENSG00000166181	53	73	86	API5	protein_coding	0.47	6.1	1.3	0.25	0.42
ENSG00000166669	4.9	2	5.6	ATF7IP2	protein_coding	0.69	2.1	1.3	0.25	0.42
ENSG00000166831	6	6.6	3.8	RBPMS2	protein_coding	-0.71	2.5	1.3	0.25	0.42
ENSG00000167085	140	140	200	PHB	protein_coding	0.5	7.3	1.3	0.25	0.42
ENSG00000168214	66	70	94	RBPJ	protein_coding	0.47	6.3	1.3	0.25	0.42
ENSG00000168273	4.7	3.5	6.6	SMIM4	protein_coding	0.67	2.3	1.3	0.25	0.42
ENSG00000174136	36	34	48	RGMB	protein_coding	0.47	5.3	1.3	0.25	0.42
ENSG00000174437	500	840	460	ATP2A2	protein_coding	-0.55	9.2	1.3	0.25	0.42
ENSG00000176890	150	240	130	TYMS	protein_coding	-0.51	7.4	1.3	0.25	0.42
ENSG00000181929	30	33	22	PRKAG1	protein_coding	-0.52	4.8	1.3	0.25	0.42
ENSG00000182446	94	170	92	NPLOC4	protein_coding	-0.51	6.9	1.3	0.25	0.42
ENSG00000184887	22	19	30	BTBD6	protein_coding	0.5	4.6	1.3	0.25	0.42
ENSG00000188677	34	30	22	PARVB	protein_coding	-0.51	4.8	1.3	0.25	0.42
ENSG00000189221	4.7	10	4.6	MAOA	protein_coding	-0.69	2.7	1.3	0.25	0.42
ENSG00000197879	42	41	29	MYO1C	protein_coding	-0.5	5.2	1.3	0.25	0.42
ENSG00000197965	230	270	180	MPZL1	protein_coding	-0.52	7.8	1.3	0.25	0.42
ENSG00000197976	22	27	17	AKAP17A	protein_coding	-0.52	4.5	1.3	0.25	0.42
ENSG00000198663	66	72	49	C6orf89	protein_coding	-0.48	6	1.3	0.25	0.42
ENSG00000198786	4300	1600	2000	MT-ND5	protein_coding	-0.58	11	1.3	0.25	0.42
ENSG00000213523	22	31	18	SRA1	protein_coding	-0.52	4.6	1.3	0.25	0.42
ENSG00000213672	7	11	14	NCKIPSD	protein_coding	0.57	3.4	1.3	0.25	0.42
ENSG00000214026	7.5	7	4.5	MRPL23	protein_coding	-0.69	2.7	1.3	0.25	0.42
ENSG00000225484	13	11	7.9	NUTM2B-AS1	antisense_RNA	-0.61	3.4	1.3	0.25	0.42
ENSG00000235954	3.3	4.8	6.4	TTC28-AS1	processed_transcript	0.68	2.3	1.3	0.25	0.42
ENSG00000259017	7.4	4.8	9.5	AL133163.3	lincRNA	0.63	2.9	1.3	0.25	0.42
